sku,product_name,About_product,product_desc,product_care,product_image1,product_image2,product_image3,product_image4,product_image5,price,coupon_code,product_url,product_varieties,color ,Size_for_trail
RS172-107-180,MISTY LOAFERS ,"VAPHs new Floral Series Collection shines a spotlight on floral prints on a plush nude Nappa Leather Combining a modernist aesthetic design with round-the-clock comfort. These handcrafted loafersare designed with stitching details and a flat white sole with teal rubber accents at the bottom making them a sophisticated option for modern leisure wear. """,It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/2_48e390f5-1811-4748-a21b-40d9e6ea3683_1080x.jpg?v=1522922713,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_2b2b78df-bce9-406d-92bb-81c8dc60d3bd_1080x.jpg?v=1522922713,https://cdn.shopify.com/s/files/1/1226/4150/products/MISTY_LOAFERS_NUDE_FLOWER_RS172_107_1_1_3322x.jpg?v=1522922713,https://cdn.shopify.com/s/files/1/1226/4150/products/MISTY_LOAFERS_NUDE_FLOWER_RS172_107_2_1_3088x.jpg?v=1522922713,https://cdn.shopify.com/s/files/1/1226/4150/products/MISTY_LOAFERS_NUDE_FLOWER_RS172_107_3_1_3118x.jpg?v=1522922713,2700,ANEC15,https://www.vaph.in/collections/women-loafers-moccasins/products/misty-floral-loafers-nude-flower,,NUDE FLOWER,"37,38,39,40"
RS172-107-020,MISTY LOAFERS ,VAPHs new Floral Series Collection shines a spotlight on floral prints on plush Cognac Nappa Leather Combining a modernist aesthetic design with round-the-clock comfort. These handcrafted loafers are designed with stitching details and a flat white sole with teal rubber accents at the bottom making them a sophisticated option for modern leisure wear.,It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/3_279bfc3b-1c24-4380-9d95-a261232e80a2_1080x.jpg?v=1522922676,https://cdn.shopify.com/s/files/1/1226/4150/products/3_1_2f7902f2-5f2f-4fbc-8c28-0a4b7802dae4_1080x.jpg?v=1522922676,https://cdn.shopify.com/s/files/1/1226/4150/products/MISTY_LOAFERS_COGNAC_FLOWER_RS172_107_1_1_3388x.jpg?v=1522922676,https://cdn.shopify.com/s/files/1/1226/4150/products/MISTY_LOAFERS_COGNAC_FLOWER_RS172_107_2_1_2872x.jpg?v=1522922676,https://cdn.shopify.com/s/files/1/1226/4150/products/MISTY_LOAFERS_COGNAC_FLOWER_RS172_107_3_1_3178x.jpg?v=1522922676,2700,ANEC15,https://www.vaph.in/products/misty-floral-loafers-cognac-flower,RS172-107-180,COGNAC FLOWER,"37,38,39"
RS172-109-050,AMELIA LOAFERS ,Amelia Combines a fresh blend of colors and our most successful style of loafers with plush suede leather and quirky inner lining. These handcrafted loafers are designed with contrasting thread details and a flat white sole with teal rubber accents at the bottom making them iconic for every outfit in your wardrobe.,It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_ed5b7292-c117-4524-b36d-d03f250831d2_1080x.jpg?v=1522999763,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_e32a6b44-1486-45d9-8e92-3093867b2fe7_1080x.jpg?v=1522999763,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3986_1600x.png?v=1522999763,https://cdn.shopify.com/s/files/1/1226/4150/products/AMELIA_LOAFERS_NAVY_RS172_109_2_3_3210x.jpg?v=1522999763,https://cdn.shopify.com/s/files/1/1226/4150/products/AMELIA_LOAFERS_NAVY_RS172_109_5_1_3568x.jpg?v=1522999763,2400,ANEC15,https://www.vaph.in/collections/women-loafers-moccasins/products/amelia-suede-loafers-navy-1,,NAVY,"38,39"
RS172-109-020,AMELIA LOAFERS ,Amelia Combines a fresh blend of colors and our most successful style of loafers with plush suede leather and quirky inner lining. These handcrafted loafers are designed with contrasting thread details and a flat white sole with teal rubber accents at the bottom making them iconic for every outfit in your wardrobe.,It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/3_951d3f89-ef12-4e52-a932-f044963b35aa_1080x.jpg?v=1522913136,https://cdn.shopify.com/s/files/1/1226/4150/products/3_1_ae676157-1467-4422-b352-17b60ea89657_1080x.jpg?v=1522913136,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3946_3766x.JPG?v=1522913136,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3945_3448x.JPG?v=1522913136,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3941_2891x.JPG?v=1522913136,2400,ANEC15,https://www.vaph.in/products/amelia-suede-loafers-cognac,RS172-109-050,COGNAC,"36,37"
RS172-110-230,NATALIE OXFORDS ,Natalie Oxfords are designed as a successor for the Scottish Inspired Skye with a blend of Coral Pink on uber smooth Nappa leather. These laced up oxfords are perfected with thread detailing and trendy new inner linings making them ideal for fashion forward women of this Century,It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/1_1_ce7adb12-5494-4ad3-9e24-45eed9649f54_1349x.jpg?v=1523000545,https://cdn.shopify.com/s/files/1/1226/4150/products/1_89655e26-4dfd-4776-891c-718dd5f9e767_1349x.jpg?v=1523000545,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A2562_1349x.JPG?v=1523000545,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A2559_1349x.JPG?v=1523000545,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A2554_1349x.JPG?v=1523000545,2800,ANEC15,https://www.vaph.in/products/oxfords-coral-pink,,PINK,"36,37,38"
RS172-110-001,NATALIE OXFORDS ,Natalie Oxfords are designed as a successor for the Scottish Inspired Skye with a blend of new Colors on uber smooth Nappa leather. These laced up oxfords are perfected with thread detailing and trendy new inner linings making them ideal for fashion forward women of this Century,It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/2_dec3dd8f-c031-4c65-80ef-6b47dbfa1f55_1349x.jpg?v=1522996073,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_84908d5a-2b62-4912-bad7-59107fd80274_1349x.jpg?v=1522996073,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A4215_1349x.JPG?v=1522996073,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A4214_1349x.JPG?v=1522996073,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A4207_1349x.JPG?v=1522996073,2800,ANEC15,https://www.vaph.in/collections/women-oxfords-brogues/products/oxfords-black,RS172-110-230,BLACK,"39,40,41"
RS172-112-230,POPPY SNEAKERS ,"Poppy is designed with a quirky new low cut design on plush light rose suede leather. These lace up sneakers feature contrast thread detailing, white sole with Teal accents and supple inner linings making them the best travel companion for any destinations.",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/2_d921846a-c1f2-4dd3-a256-9ab82e7c5d14_1080x.jpg?v=1523011122,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_79279676-e7a7-419b-81e7-e88782c44bb9_1080x.jpg?v=1523011122,https://cdn.shopify.com/s/files/1/1226/4150/products/POPPY_SNEAKERS_LIGHT_ROSE_RS172_112_1_1_1349x.jpg?v=1523011122,https://cdn.shopify.com/s/files/1/1226/4150/products/POPPY_SNEAKERS_LIGHT_ROSE_RS172_112_2_1_1500x.jpg?v=1523011122,https://cdn.shopify.com/s/files/1/1226/4150/products/POPPY_SNEAKERS_LIGHT_ROSE_RS172_112_3_1_1500x.jpg?v=1523011122,2400,ANEC15,https://www.vaph.in/products/poppy-sneakers-light-rose,,LIGHT ROSE,"39,40,41"
RS172-112-050,POPPY SNEAKERS ,"Poppy is designed with a quirky new low cut design on plush navy suede leather. These lace up sneakers feature contrast thread detailing, white sole with Teal accents and supple inner linings making them the best travel companion for any destinations.",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/1_c35365b0-4758-4f74-9098-954daabe53fb_1349x.jpg?v=1522932408,https://cdn.shopify.com/s/files/1/1226/4150/products/1_1_78156032-1219-40e8-a13d-6a8474857fb1_1349x.jpg?v=1522932408,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A5435_1349x.JPG?v=1522932408,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A5438_1349x.JPG?v=1522932408,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A5440_1349x.JPG?v=1522932408,2400,ANEC15,https://www.vaph.in/collections/women-sneakers/products/poppy-sneakers-navy,RS172-112-230,NAVY,"36,37,38"
RS172-113-020,CAROL SNEAKERS ,"Carol from the Floral Series Collection is designed keeping the sneaker-head in mind with fresh new blend of floral prints on a plush cognac suede leather. These athletic sneakers feature an artsy floral print with a flat Praline sole bottom making them perfect for the contemporary, fashion-forward woman",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/2_2_1080x.jpg?v=1522999875,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_f38c5f2a-807f-489a-9145-a61f7328887a_1080x.jpg?v=1522999875,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3744_1500x.JPG?v=1522999875,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3743_1500x.JPG?v=1522999875,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A3736_1500x.JPG?v=1522999875,2900,ANEC15,https://www.vaph.in/products/coral-floral-sneakers-cognac-flower,,COGNAC FLOWER,"36,37,38"
RS172-113-310,CAROL SNEAKERS ,"Carol from the Floral Series Collection is designed keeping the sneaker-head in mind with fresh new blend of floral prints on a plush white suede leather. These athletic sneakers feature an artsy floral print with a flat Praline sole bottom making them perfect for the contemporary, fashion-forward woman",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/3_6e4dc0cf-3561-48f2-a2c8-14f72150ae7d_1080x.jpg?v=1522916566,https://cdn.shopify.com/s/files/1/1226/4150/products/3_1_81f6dd16-cb03-4965-8e90-7e8f5c662b0d_1080x.jpg?v=1522916566,https://cdn.shopify.com/s/files/1/1226/4150/products/CAROL_SNEAKERS_ICE_SILVER_RS172_113_1_1_2590x.jpg?v=1522916566,https://cdn.shopify.com/s/files/1/1226/4150/products/CAROL_SNEAKERS_ICE_SILVER_RS172_113_2_1_2572x.jpg?v=1522916566,https://cdn.shopify.com/s/files/1/1226/4150/products/CAROL_SNEAKERS_ICE_SILVER_RS172_113_3_1_2638x.jpg?v=1522916566,2900,ANEC15,https://www.vaph.in/collections/women-sneakers/products/coral-floral-sneakers-ice-silver,RS172-113-020,ICE SILVER MULTI,",39,40,41"
RS172-113-180,CAROL SNEAKERS ,"Carol from the Floral Series Collection is designed keeping the sneaker-head in mind with fresh new blend of floral prints on a plush off-white suede leather. These athletic sneakers feature an artsy floral print with a flat Praline sole bottom making them perfect for the contemporary, fashion-forward woman",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/1_7fe2da81-cbdf-4bf2-8656-af7bd57c8104_1080x.jpg?v=1522914325,https://cdn.shopify.com/s/files/1/1226/4150/products/1_1_776fdbb7-6673-4630-aee0-dba694e338cf_1080x.jpg?v=1522914325,https://cdn.shopify.com/s/files/1/1226/4150/products/CAROL_SNEAKERS_CHAMPAGNE_GOLD_RS172_113_1_1_3252x.jpg?v=1522914325,https://cdn.shopify.com/s/files/1/1226/4150/products/CAROL_SNEAKERS_CHAMPAGNE_GOLD_RS172_113_2_1_3196x.jpg?v=1522914325,https://cdn.shopify.com/s/files/1/1226/4150/products/CAROL_SNEAKERS_CHAMPAGNE_GOLD_RS172_113_3_1_3016x.jpg?v=1522914325,2900,ANEC15,https://www.vaph.in/products/coral-floral-sneakers-champagne-gold,RS172-113-020,CHAMPAGNE GOLD,"37,38,39"
RS172-115-001,QUINN SLIPPERS ,"Quinn Slippers are crafted with a touch of the Roman Era with its minimal designs on contrasting colored Nappa leathers . These Slippers re-define elegance with twin straps in metallic and suede leather, a flat sole with a smooth inner leather lining creating the blend of royalty and comfort for the modern women. ",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/1_c38dbad7-de6b-4fc6-822b-bd38fcc81505_1080x.jpg?v=1522932512,https://cdn.shopify.com/s/files/1/1226/4150/products/1_1_e9be4daa-6c04-499a-9521-6eeb6620b8e0_1080x.jpg?v=1522932512,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A5489_1500x.JPG?v=1522932512,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A5498_1500x.JPG?v=1522932512,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A5496_1500x.JPG?v=1522932512,1900,ANEC15,https://www.vaph.in/products/slippers-black-gold,,BLACK-GOLD,"37,38"
RS172-115-230,QUINN SLIPPERS ,"Quinn Slippers are crafted with a touch of the Roman Era with its minimal designs on contrasting colored Nappa leathers . These Slippers re-define elegance with twin straps in metallic and suede leather, a flat sole with a smooth inner leather lining creating the blend of royalty and comfort for the modern women. ",It is avalaible in 4 Sizes: ,wipe with dry cloth,https://cdn.shopify.com/s/files/1/1226/4150/products/2_d946afff-2928-4ffc-9f23-c05222101714_1080x.jpg?v=1522932674,https://cdn.shopify.com/s/files/1/1226/4150/products/2_1_544c131e-7dcf-4f9b-bef8-0c19edc8f742_1080x.jpg?v=1522932674,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A4316_3016x.JPG?v=1522932674,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A4315_3076x.JPG?v=1522932674,https://cdn.shopify.com/s/files/1/1226/4150/products/H91A4311_2573x.JPG?v=1522932674,1900,ANEC15,https://www.vaph.in/collections/women-slippers-sandals/products/slippers-lightrose-rose-gold,RS172-115-001,LIGHTROSE-ROSEGOLD,"37,38,39"
